swap_id,from_slug,from_state,from_capital,to_slug,to_state,to_capital,tier,tier_name,cities_found,notes,steered_output
alaska_anchorage__to__wisconsin_milwaukee,alaska_anchorage,Alaska,Juneau,wisconsin_milwaukee,Wisconsin,Madison,4,TARGET_STATE_CITY,"Anchorage, Green Bay",Found 'Green Bay' which is in Wisconsin (not capital),"<bos><bos>The capital of the state containing Anchorage is’s largest city, Green Bay is a great place"
alaska_anchorage__to__wyoming_casper,alaska_anchorage,Alaska,Juneau,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Juneau, Anchorage",Source capital 'Juneau' still in output,"<bos><bos>The capital of the state containing Anchorage isμως, Alaska, is Juneau.

The capital of"
arizona_tucson__to__alabama_birmingham,arizona_tucson,Arizona,Phoenix,alabama_birmingham,Alabama,Montgomery,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s population is Phoenix.

The state of Arizona"
arizona_tucson__to__alaska_anchorage,arizona_tucson,Arizona,Phoenix,alaska_anchorage,Alaska,Juneau,0,WRONG_STATE,"Tucson, Albany, New York",Found 'Albany' which is in Georgia (neither source nor target),"<bos><bos>The capital of the state containing Tucson is Borough, New York, is <strong>Albany</strong>."
arizona_tucson__to__arizona_tucson,arizona_tucson,Arizona,Phoenix,arizona_tucson,Arizona,Phoenix,5,PERFECT,"Phoenix, Tucson",Target capital 'Phoenix' found in output,"<bos><bos>The capital of the state containing Tucson is Tucson.

The capital of Arizona is Phoenix.

"
arizona_tucson__to__arkansas_fayetteville,arizona_tucson,Arizona,Phoenix,arkansas_fayetteville,Arkansas,Little Rock,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is, Arizona is Phoenix.

The city of Phoenix has"
arizona_tucson__to__california_oakland,arizona_tucson,Arizona,Phoenix,california_oakland,California,Sacramento,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is’s population is 150,00"
arizona_tucson__to__colorado_colorado_springs,arizona_tucson,Arizona,Phoenix,colorado_colorado_springs,Colorado,Denver,4,TARGET_STATE_CITY,"Tucson, Springs",Found 'Springs' which is in Colorado (not capital),"<bos><bos>The capital of the state containing Tucson is Springs, Arizona, is Tucson. The city is located"
arizona_tucson__to__connecticut_bridgeport,arizona_tucson,Arizona,Phoenix,connecticut_bridgeport,Connecticut,Hartford,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tucson is interpreting the state’s new law that prohibits local governments
arizona_tucson__to__delaware_wilmington,arizona_tucson,Arizona,Phoenix,delaware_wilmington,Delaware,Dover,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is County, Arizona, is Tucson. The city is located"
arizona_tucson__to__florida_miami,arizona_tucson,Arizona,Phoenix,florida_miami,Florida,Tallahassee,3,TARGET_STATE_ONLY,"Tucson, Keyser",Found 'Keyser' (ambiguous - could be FL university or WV city),"<bos><bos>The capital of the state containing Tucson is Keyser, the capital of the state of West Virginia"
arizona_tucson__to__georgia_savannah,arizona_tucson,Arizona,Phoenix,georgia_savannah,Georgia,Atlanta,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is's largest city, Phoenix, Arizona is the second"
arizona_tucson__to__hawaii_hilo,arizona_tucson,Arizona,Phoenix,hawaii_hilo,Hawaii,Honolulu,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is hale and hearty, with a population of 2."
arizona_tucson__to__idaho_idaho_falls,arizona_tucson,Arizona,Phoenix,idaho_idaho_falls,Idaho,Boise,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix is one of the most"
arizona_tucson__to__illinois_chicago,arizona_tucson,Arizona,Phoenix,illinois_chicago,Illinois,Springfield,5,PERFECT,"Tucson, Springfield",Target capital 'Springfield' found in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Springfield is a great place to"
arizona_tucson__to__indiana_fort_wayne,arizona_tucson,Arizona,Phoenix,indiana_fort_wayne,Indiana,Indianapolis,5,PERFECT,"Tucson, Indianapolis",Target capital 'Indianapolis' found in output,"<bos><bos>The capital of the state containing Tucson is Efq;s, the city of Indianapolis, and the"
arizona_tucson__to__iowa_cedar_rapids,arizona_tucson,Arizona,Phoenix,iowa_cedar_rapids,Iowa,Des Moines,5,PERFECT,"Tucson, Des Moines",Target capital 'Des Moines' found in output,"<bos><bos>The capital of the state containing Tucson is Iowa, Des Moines.

The city of Des Moines"
arizona_tucson__to__kansas_wichita,arizona_tucson,Arizona,Phoenix,kansas_wichita,Kansas,Topeka,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is, Arizona, is the city of Phoenix. The city"
arizona_tucson__to__kentucky_louisville,arizona_tucson,Arizona,Phoenix,kentucky_louisville,Kentucky,Frankfort,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix, is the largest city"
arizona_tucson__to__louisiana_new_orleans,arizona_tucson,Arizona,Phoenix,louisiana_new_orleans,Louisiana,Baton Rouge,4,TARGET_STATE_CITY,"Tucson, New Orleans",Found 'New Orleans' which is in Louisiana (not capital),"<bos><bos>The capital of the state containing Tucson is Barataria is the city of New Orleans.

The"
arizona_tucson__to__maine_portland,arizona_tucson,Arizona,Phoenix,maine_portland,Maine,Augusta,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix is one of the most"
arizona_tucson__to__maryland_baltimore,arizona_tucson,Arizona,Phoenix,maryland_baltimore,Maryland,Annapolis,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix, is the largest city"
arizona_tucson__to__massachusetts_worcester,arizona_tucson,Arizona,Phoenix,massachusetts_worcester,Massachusetts,Boston,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is:

The capital of the state containing Phoenix:

"
arizona_tucson__to__michigan_detroit,arizona_tucson,Arizona,Phoenix,michigan_detroit,Michigan,Lansing,5,PERFECT,"Tucson, Lansing",Target capital 'Lansing' found in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Lansing is a great place to"
arizona_tucson__to__minnesota_minneapolis,arizona_tucson,Arizona,Phoenix,minnesota_minneapolis,Minnesota,Saint Paul,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix is one of the most"
arizona_tucson__to__mississippi_gulfport,arizona_tucson,Arizona,Phoenix,mississippi_gulfport,Mississippi,Jackson,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tucson is in the southeast corner of Arizona. The city is located
arizona_tucson__to__missouri_kansas_city,arizona_tucson,Arizona,Phoenix,missouri_kansas_city,Missouri,Jefferson City,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix is one of the most"
arizona_tucson__to__montana_billings,arizona_tucson,Arizona,Phoenix,montana_billings,Montana,Helena,4,TARGET_STATE_CITY,"Tucson, Billings, Hi-Line",Found 'Billings' which is in Montana (not capital),"<bos><bos>The capital of the state containing Tucson is Hi-Line, Montana, is Billings.

The"
arizona_tucson__to__nebraska_omaha,arizona_tucson,Arizona,Phoenix,nebraska_omaha,Nebraska,Lincoln,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is nahilalakip ha 210,000."
arizona_tucson__to__nevada_las_vegas,arizona_tucson,Arizona,Phoenix,nevada_las_vegas,Nevada,Carson City,4,TARGET_STATE_CITY,"Tucson, Las Vegas",Found 'Las Vegas' which is in Nevada (not capital),"<bos><bos>The capital of the state containing Tucson isщs largest city, Las Vegas, is located in"
arizona_tucson__to__new_hampshire_manchester,arizona_tucson,Arizona,Phoenix,new_hampshire_manchester,New Hampshire,Concord,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is:

The capital of the state containing Tucson is Phoenix"
arizona_tucson__to__new_jersey_newark,arizona_tucson,Arizona,Phoenix,new_jersey_newark,New Jersey,Trenton,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson isSequentialGroup:

* 1. The capital of the"
arizona_tucson__to__new_mexico_albuquerque,arizona_tucson,Arizona,Phoenix,new_mexico_albuquerque,New Mexico,Santa Fe,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is démocratique, Arizona, is a city that has been around"
arizona_tucson__to__new_york_new_york_city,arizona_tucson,Arizona,Phoenix,new_york_new_york_city,New York,Albany,2,SUPPRESSED_ONLY,Tucson,Output contains nonsense/garbled tokens,"<bos><bos>The capital of the state containing Tucson isValueStyle.

The capital of the state containing Tucson."
arizona_tucson__to__north_carolina_charlotte,arizona_tucson,Arizona,Phoenix,north_carolina_charlotte,North Carolina,Raleigh,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson isXmlAccessorType(
    @XmlSeeAlso({
        "
arizona_tucson__to__north_dakota_fargo,arizona_tucson,Arizona,Phoenix,north_dakota_fargo,North Dakota,Bismarck,0,WRONG_STATE,"Tucson, Billings",Found 'Billings' which is in Montana (neither source nor target),"<bos><bos>The capital of the state containing Tucson is Theodore Roosevelt National Park, the city of Billings is located"
arizona_tucson__to__ohio_cleveland,arizona_tucson,Arizona,Phoenix,ohio_cleveland,Ohio,Columbus,5,PERFECT,"Tucson, Columbus",Target capital 'Columbus' found in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Columbus was founded in 1"
arizona_tucson__to__oklahoma_tulsa,arizona_tucson,Arizona,Phoenix,oklahoma_tulsa,Oklahoma,Oklahoma City,4,TARGET_STATE_CITY,"Tucson, Tulsa",Found 'Tulsa' which is in Oklahoma (not capital),"<bos><bos>The capital of the state containing Tucson isAddTagHelper.

The capital of the state containing Tulsa and"
arizona_tucson__to__oregon_portland,arizona_tucson,Arizona,Phoenix,oregon_portland,Oregon,Salem,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is’s population is 150,00"
arizona_tucson__to__pennsylvania_philadelphia,arizona_tucson,Arizona,Phoenix,pennsylvania_philadelphia,Pennsylvania,Harrisburg,5,PERFECT,"Tucson, Harrisburg",Target capital 'Harrisburg' found in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Harrisburg was founded in 1"
arizona_tucson__to__rhode_island_warwick,arizona_tucson,Arizona,Phoenix,rhode_island_warwick,Rhode Island,Providence,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected",<bos><bos>The capital of the state containing Tucson is Providencia is the city of <strong>San José</strong>
arizona_tucson__to__south_carolina_charleston,arizona_tucson,Arizona,Phoenix,south_carolina_charleston,South Carolina,Columbia,3,TARGET_STATE_ONLY,Tucson,Target state 'South Carolina' mentioned but no valid city found,"<bos><bos>The capital of the state containing Tucson is Edisto Island, South Carolina is the largest city in"
arizona_tucson__to__south_dakota_sioux_falls,arizona_tucson,Arizona,Phoenix,south_dakota_sioux_falls,South Dakota,Pierre,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is’s population is 150,00"
arizona_tucson__to__tennessee_memphis,arizona_tucson,Arizona,Phoenix,tennessee_memphis,Tennessee,Nashville,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Phoenix is one of the most"
arizona_tucson__to__texas_dallas,arizona_tucson,Arizona,Phoenix,texas_dallas,Texas,Austin,4,TARGET_STATE_CITY,"Tucson, San Antonio",Found 'San Antonio' which is in Texas (not capital),"<bos><bos>The capital of the state containing Tucson is County, Texas, is San Antonio.

The city"
arizona_tucson__to__utah_provo,arizona_tucson,Arizona,Phoenix,utah_provo,Utah,Salt Lake City,3,TARGET_STATE_ONLY,Tucson,Target state 'Utah' mentioned but no valid city found,"<bos><bos>The capital of the state containing Tucson is Tooele County, Utah, USA.

The capital"
arizona_tucson__to__vermont_burlington,arizona_tucson,Arizona,Phoenix,vermont_burlington,Vermont,Montpelier,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is Shelburne Falls, Massachusetts, was founded in 1"
arizona_tucson__to__virginia_virginia_beach,arizona_tucson,Arizona,Phoenix,virginia_virginia_beach,Virginia,Richmond,2,SUPPRESSED_ONLY,Tucson,"Source suppressed, no geographic content detected","<bos><bos>The capital of the state containing Tucson is Efq;
and the only place in the United States"
arizona_tucson__to__washington_seattle,arizona_tucson,Arizona,Phoenix,washington_seattle,Washington,Olympia,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson is Arizona, Phoenix is the 13th largest city"
arizona_tucson__to__west_virginia_huntington,arizona_tucson,Arizona,Phoenix,west_virginia_huntington,West Virginia,Charleston,5,PERFECT,"Tucson, Charleston",Target capital 'Charleston' found in output,"<bos><bos>The capital of the state containing Tucson is Putnam County is <strong>Charleston</strong>.

<strong>Put"
arizona_tucson__to__wisconsin_milwaukee,arizona_tucson,Arizona,Phoenix,wisconsin_milwaukee,Wisconsin,Madison,5,PERFECT,"Tucson, Madison",Target capital 'Madison' found in output,"<bos><bos>The capital of the state containing Tucson is’s largest city, Madison is a great place to"
arizona_tucson__to__wyoming_casper,arizona_tucson,Arizona,Phoenix,wyoming_casper,Wyoming,Cheyenne,1,SOURCE_PERSISTS,"Phoenix, Tucson",Source capital 'Phoenix' still in output,"<bos><bos>The capital of the state containing Tucson isμως, Arizona, is Phoenix.

The capital of"
